"Sitzungsland","Sitzungsort","Monat","Empfehlungsplattform","Landing-Page-URL","Durchschnittliche Sitzungsdauer","Seitenaufrufe pro Sitzung","Absprünge","Sitzungen, in denen Artikel zum Warenkorb hinzugefügt wurden","Sitzungen, bei denen der Checkout erreicht wurde","Sitzungen, bei denen der Checkout abgeschlossen wurde","Sitzungen"
"Israel","Herzliya","2025-04-01","alphabet","https://www.whiskyquartier.de/collections/neu-im-shop",0,1,1,0,0,0,1
"The Netherlands","Heerhugowaard","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/quest-collection-quest-1l",0,1,1,0,0,0,1
"Germany","Rostock","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHsmPFpZPdcChwW5fnNKp_RhvLu_-ugVm6uy10Fl7uyxBo6vLlzr4LA9_mM90_aem_WR9STKMvv19qK3MIp5wvYA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Mittenwalde","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHiq4jJf50HtZ_sGChL453BDfSfINeWYYUcf7F4wdzugpXHLUui6NrasyQ-4r_aem_xqP5XhTIkDzOCTKw8iRrqA",0,1,1,0,0,0,1
"Germany","Bamberg","2025-04-01","direct","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l",187,5,0,1,1,1,1
"Germany","Stuttgart","2025-04-01","linkedin","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Hungary","Budapest","2025-04-01","alphabet","https://www.whiskyquartier.de/?gad_source=1",17,2,0,0,0,0,1
"Germany","Fürth","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHmO-qu-tlBH08pkkriR1s3JGs4ShhAz8NFRXnT0b17wK4jRVE6_QTr_zG_i6_aem_28oHJBNAnTXf6mPoO0A_GA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Kolbermoor","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=ig&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpxmzZTKquDpMc5wO9qC5du4ot78bIMCsBtuKKukTCbYMu2mGHnPfQQ71zmbo_aem__oHQS1JkflZuc8RzJsN_OA",0,1,1,0,0,0,1
"Germany","Westerstede","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHt2SmR7nOjG6Md7ACtmWAEmyKfO9ydU0M67ZcRySGxYeO7KUmPKbc9vnEvTv_aem_STiLlIwa-PcooALs3NqHPw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Michelstadt","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHkSh0lOc80peGqlijoaE-AUQBCzGC43jsolcJxENcHU5CHPOJ2xSixqBVI6x_aem_HOpk00wT2dPUW1-06XZk3Q&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Göppingen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHprwtMC3og1BhIGXjcFL3W8g_WaiflOtWdFDeOGuLqE9-wRlXrZmYA2ocUVo_aem_uKChdXPs1mIk-0kkyJiIgQ",0,1,1,0,0,0,1
"Germany","Stuttgart","2025-04-01","direct","https://www.whiskyquartier.de/",54,2,1,0,0,0,2
"Germany","Hamburg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/ardnahoe-infinite-loch-0-7l?variant=50752586809681&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Hamburg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHrnnKUq0j9eCR_I8QP15q3g_PBBK0Qoyoh9fXQESMOUPsrBFESq0ips2Vq_8_aem_Hp5VphDa077UKQPAdAA4Bg&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",20,2,0,0,0,0,1
"Germany","Schleswig","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",89,4,0,1,1,0,1
"Germany","Nordhausen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHmMXfPry9uhhFNA4ignJYnrZON-TnVf0MkJVXNdqofqA_LcT52aqFXqdzNyy_aem__u-WxT-xf7tRfs8c-9KwLw",94,4,0,0,0,0,1
"Estonia",,"2025-04-01","whiskybase","https://www.whiskyquartier.de/products/roseisle-12-years-old-the-origami-kite-0-7l",0,1,1,0,0,0,1
"Germany","Stendal","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/classic-cut-2023-0-7l-kopie",0,1,1,0,0,0,1
"Germany","Munich","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp_FovEfZY_4dnmQZZYXrA8lQi5kDV-_WQMCmvUzC5NXqwuCMeghYTKU0-93g_aem_KTo9jWz9f-YtTP_7BwZ3XA",29,2,0,0,0,0,1
"Germany","Hamburg","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=ig&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp--VVp8JRRtVLniBzakk6ia7VpBhKUwFumfly4yozhue6zUaVa07Jp_JeTNb_aem_srbTZSM8jvN-Wwhs9ExDwg",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2025-04-01","direct","https://www.whiskyquartier.de/",215.8,4.6,2,0,0,0,5
"The Netherlands","Zundert","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/macallan-12yo-double-cask-0-7l",0,1,1,0,0,0,1
"Germany","Tauberbischofsheim","2025-04-01","direct","https://www.whiskyquartier.de/collections/deutsche-whiskys",0,1,1,0,0,0,1
"Greece","Athens","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/laddie-ten-0-7l",37,2,0,1,1,0,1
"Germany","Wendeburg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Mönchengladbach","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHkENdHL0tOYSQ86fPwDPHYkj1_qN5TmDiCbJQdnn-aHyaP13WnoZ09Yek17a_aem_o-aKnImlHsqOdu9xvSPF1w",44,7,0,0,0,0,1
"Germany","Dortmund","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHr4Qr6cnkmqvJkiZzY0UKUFtTAixHeJ5keAEPAJSK1jIoZZNqUXStfr7e5w0_aem_jqEgC_C3ET9_Fb5s45J5Nw",181,3,0,0,0,0,1
"Germany","Süderbrarup","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHvshfI97zU1LmUXgidu2GQzJNGNR369DHQoYd06AjdlyuEEkw4jwue1gp_Bp_aem_nh95_KpW_T7aM2IVvM8Ziw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",206,6,0,0,0,0,1
"France",,"2025-04-01","alphabet","https://www.whiskyquartier.de/products/laddie-ten-0-7l",0,1,1,0,0,0,1
"Germany","Lippstadt","2025-04-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOooWZNbhzepfmMzORN2N_Dzu-syITZJqtnFdduxgs_m3aw849sYG",0,1,1,0,0,0,1
"Germany","Wuppertal","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHiW8_fL_lHNvpuNHSLY_3MJDL9T-AeiCUj2piuI6Ythm1m6JRSotJ1VCTEvM_aem_zeC_EOiz99SpcdYH_cwq9A&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",51,2,0,0,0,0,1
"Germany","Kamen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHicnC4zNnBX8jSVSGCKA7dVAec-zCSfElYn2efnLwlvpeKuK2Fcm-WJ8yIfx_aem_ITT_L8odf3CyfkoqVaXccA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",137,7,0,0,0,0,1
"Germany","Hamburg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHtdCmx_b8cnMxf3RmuTJ-ENPMX1faDxAp37q1iez9TpuqLFbTKhHXT1fLT9v_aem_LbYV2KJRQFvSUTnGW6mdiA",0,1,1,0,0,0,1
"Tunisia","Nabeul","2025-04-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Cologne","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=ig&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp3fnhyr-H6vROeFwbPMFFol5EMelXB3cDQb45DpHtWKLSqVR33FT85x6xcBf_aem_MGf6W27279byZmBTx9OfXQ",0,1,1,0,0,0,1
"Germany","Bad Neustadt an der Saale","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHj8No949JF5zD-httB1r06waN5AHDgREkuukQ2gPA01rgCtV23yrsr-NkxTU_aem_fRBrxpw1Jpv499u9nPizxw",0,1,1,0,0,0,1
"Germany","Berlin","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/kavalan-solist-brandy-0-7l-kopie",0,1,1,0,0,0,1
"Germany","Kassel","2025-04-01","alphabet","https://www.whiskyquartier.de/products/suntory-hibiki-harmony-0-7l?variant=50038831939921&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Seligenstadt","2025-04-01","alphabet","https://www.whiskyquartier.de/products/18-yo-colour-collection-0-7l-kopie?variant=49729457127761&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",728,2,0,0,0,0,1
"United Kingdom","Southwark","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l",0,1,1,0,0,0,1
"Germany","Munich","2025-04-01","direct","https://www.whiskyquartier.de/products/glenturret-triple-wood-2024-0-7l",147,2,0,0,0,0,1
"Germany","Konstanz","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHptaO2_3SoeEVzuz4YbYN80wNg8BatxY38lPODqRtWJMXIGsV7VUFclk5M9M_aem_UhgDok-yIOEUXxzPDE65Vw",0,1,1,0,0,0,1
"Israel","Ness Ziona","2025-04-01","alphabet","https://www.whiskyquartier.de/collections/neu-im-shop",0,1,1,0,0,0,1
"Germany","Dresden","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHgQYH3hQonxVVGZRX-vOduaqeZ_LG8gAvFQMt6Zfw2bPsAYbBU9HCvP5NjQF_aem_VcDkEC2XxxvHMEcMn44ulA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",17,5,0,0,0,0,1
"Germany","Lüneburg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",202,9,1,0,0,0,2
"Mexico","Ecatepec","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l",171,9,0,0,0,0,1
"Germany","Wedel","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Stuttgart","2025-04-01","alphabet","https://www.whiskyquartier.de/products/ardnahoe-5-yo-the-inaugural-release-0-7l?variant=50752350552401&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2025-04-01","direct","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l?srsltid=AfmBOorP4w6F6u_jwpvzpuVd3u9WEZgXFjY9WEyd7a_O-hoUOFqvVMKD",0,1,1,0,0,0,1
"Germany","Berlin","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHiOiL_a_iQfN_3Q-3HPGKcxpOb5TtWo1gGCD66W63BtHkwRAd5DJ_kW6LO9j_aem_6ZUjuuSTkaNLgJ3DZ0Y6og",22,2,0,0,0,0,1
"Bosnia and Herzegovina","Čitluk","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l",0,1,1,0,0,0,1
"Germany","Püttlingen","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2022-0-7l?variant=49728614334801&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",66,2,0,0,0,0,1
"Germany","Jena","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJjnB5leHRuA2FlbQEwAGFkaWQAAAYbueMGZwEecSKwfeyYgGEbXt1VMSrPuIgFjeatsYJ3cInd7-zjEBnLDdDxHe3ZzYbqUvQ_aem_qTw4EpXZVYR2bFSRPD50_Q&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Todtnau","2025-04-01","direct","https://www.whiskyquartier.de/",375,6,0,0,0,0,1
"Germany","Bad Lauchstädt","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Berlin","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHl2cTDR2cZxq0PYaKA23p4KShCmHfJ30VPjtOxXjMAFK-qIyk5q7xamtrBg2_aem_js2sg-7bGm3CumrzI5-YLw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Fürth","2025-04-01","direct","https://www.whiskyquartier.de/collections/islay?customer_posted=true#contact_form",57,4.5,0,0,0,0,2
"Germany","Augsburg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/1824-gold-0-7l-kopie?variant=49728018809169&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Uttenreuth","2025-04-01","direct","https://www.whiskyquartier.de/collections/highlands",418,5,0,0,0,0,1
"Germany","Rudolstadt","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHqvn3mVzZwgN-dvrTgOO1zdMWVSHY0kkTIaOktD1o1D6rVAU8b5-8aGTNX4R_aem_sFCMCaaq8x4xunEiqdkkJQ",97,3,0,0,0,0,1
"Germany","Dahn","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l",0,1,1,0,0,0,1
"Germany","Leipzig","2025-04-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOopBd9MIIQqzHaHuoAapJIULzYcEoC0BuoSyrTO_RhJpq-_DUqaw",151,4,0,0,0,0,1
"Germany","Düsseldorf","2025-04-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOooWZNbhzepfmMzORN2N_Dzu-syITZJqtnFdduxgs_m3aw849sYG",0,1,1,0,0,0,1
"Germany","Amberg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/1824-gold-0-7l-kopie?variant=49728018809169&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Hanover","2025-04-01","force","https://www.whiskyquartier.de/",1028,10,0,1,1,0,1
"Germany","Nidderau","2025-04-01","linkedin","https://www.whiskyquartier.de/",94,4,0,0,0,0,1
"Germany","Herbolzheim","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Geislingen an der Steige","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHvHpzKPs65phLX79djBcMykygn9f5LI8dTKBZz5IRfPbakaVdusG_mE0n5Pb_aem_F_nwIzU9Xx3BqEWcckZgrg",0,1,1,0,0,0,1
"Germany","Schwarzenbek","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHiCdR24dDpVzzDifG_30hwGen2CIENriot0WpHKs_7MloFUwW_xTj0k048cu_aem_o_hIgUyO6yfQkHIo1WH3Ew&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Fahrdorf","2025-04-01","direct","https://www.whiskyquartier.de/products/macallan-classic-cut-2023?srsltid=AfmBOopvLE8TeBRg-PBOAHPm3WY5J2w3n-tHSWH8LITzY5YcZx60nUzg",0,1,1,0,0,0,1
"Germany","Dortmund","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l?variant=49728553746769&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Nuremberg","2025-04-01","linkedin","https://www.whiskyquartier.de/",13.333333333333334,2,2,0,0,0,3
"Germany","Berlin","2025-04-01","alphabet","https://www.whiskyquartier.de/products/st-kilian-judas-priest-50-heavy-metal-years-edt-0-7l?variant=50709032206673&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Kassel","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHuR2zOLxZhlqb0g-xrE8Ab8IU2rRQt6U4ClmxrY6gcwtmLUH8JN7jfikNA_J_aem_RItfTeEnepwerDrkk7n7oA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",17,3,0,0,0,0,1
"Germany","Esslingen am Neckar","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHuZGGn3Oo1e4mjV_JzggAiHIe8Hw67ovpJCiaBBhGB4SpMdkEjij7gwLnUUI_aem_Y6zt-8tvSfi9SkffotUHNQ",63,4,0,0,0,0,1
"Switzerland","Zurich","2025-04-01","alphabet","https://www.whiskyquartier.de/products/classic-cut-2020-0-7l?srsltid=AfmBOop9OIoH4RGo-wqBT55Z7IUf7SeNAhiZDA4gLrjZioUYtm1_C4mM",0,1,1,0,0,0,1
"Sweden","Stockholm","2025-04-01","direct","https://www.whiskyquartier.de/",19.5,3.5,1,0,0,0,2
"Germany","Marl","2025-04-01","alphabet","https://www.whiskyquartier.de/?gad_source=1",23,2,0,0,0,0,1
"Germany","Gnarrenburg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/edition-no-5-0-7l?variant=49729047101777&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Havixbeck","2025-04-01","alphabet","https://www.whiskyquartier.de/?gad_source=1",0,1,1,0,0,0,1
"Germany","Rüsselsheim am Main","2025-04-01","direct","https://www.whiskyquartier.de/collections/speyside",67,3,0,0,0,0,1
"Germany","Bensheim","2025-04-01","alphabet","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l?variant=50730563600721&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Azerbaijan",,"2025-04-01","alphabet","https://www.whiskyquartier.de/products/triple-wood-0-7l",0,1,1,0,0,0,1
"Germany","Nuremberg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHtd5pvb6sly7KDbnYt2CvCRwyIiCD-lCFcPVu6g_T0_-3BDD0gjGdZy7ZHZv_aem_1FGDiBJpIVyqhc5SrxjsUw",0,1,1,0,0,0,1
"Germany","Neuhaus am Rennweg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHn4JI2WWfJYCEm54VGb3G0qk-aN5mn2iSFQAyqc9TE-pEeLCPN15h_693q1F_aem_hrUTEFOu-EyeYCHwO-0HKA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Dresden","2025-04-01","alphabet","https://www.whiskyquartier.de/products/laddie-twentytwo-0-7l?srsltid=AfmBOoqLisjEhvyFF-rQmiu0-LMV08kP5gTlTqTnqAb28Z6ewuRWFjPn",0,1,1,0,0,0,1
"Germany","Sankt Augustin","2025-04-01","alphabet","https://www.whiskyquartier.de/products/highland-park-dragon-legend-0-7l?variant=50310652363089&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"The Netherlands",,"2025-04-01","whiskybase","https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l",0,1,1,0,0,0,1
"Germany","Munich","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,2,0,0,0,2
"Germany","Sonthofen","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=ig&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp7ycVXrjEEVosfpOjyAxprWDzqCCszP-7YK9gRB8-HmlPOrrcaqH0grqtKVa_aem_0Cu_weijHNuSaY-0WHi8fw",129,5,0,0,0,0,1
"Germany","Dresden","2025-04-01","alphabet","https://www.whiskyquartier.de/?gad_source=1",71,2,0,0,0,0,1
"Germany","Telgte","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHo9lYEYBR7W9csmseuzhh2fc-x1I42N2ZzdeZplLo61_1rTU9frAodLhQ56P_aem_S3UmtRj-Z7Qg7FmPtB5CgQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Bremen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHpqg8rQCXTb_yEQB9LBi3iO81ZlA2lPfU-Un5mjioP5ijo7nYf27SxouL8-W_aem_bI3sUAJBBTXiE27d_HJdeg",0,1,1,0,0,0,1
"Germany","Dachwig","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l",0,1,1,0,0,0,1
"Italy","Rome","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l",0,1,1,0,0,0,1
"Germany","Hüfingen","2025-04-01","direct","https://www.whiskyquartier.de/collections/islay-whisky-schottland",58,2,0,0,0,0,1
"Germany","Nuremberg","2025-04-01","direct","https://www.whiskyquartier.de/collections/islay-whisky-schottland",6,2,0,0,0,0,1
"Germany","Tauberbischofsheim","2025-04-01","direct","https://www.whiskyquartier.de/products/edition-no-6-0-7l",21,2,0,0,0,0,2
"Germany","Münster","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHrLETl_t3mkwC4uDFOXpVd342RFM2-K__KDxMjF6P80bbNPjrA1Spy-fIkUZ_aem_w72o3ecDcZKLZwA9YqIHLA",0,1,1,0,0,0,1
"Germany","Salzgitter","2025-04-01","direct","https://www.whiskyquartier.de/collections/highlands",23,4,0,0,0,0,1
"Germany","Dresden","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJffI9leHRuA2FlbQEwAGFkaWQAAAYbueMGZwEe_8RX3RtxvGDRPPVdYI1U2xY0hgZUC6fzY1UNKPmXAGWqn2KAnr7FdEyZMFE_aem_VMskf5f3wUT4tstW_Zw2_A",0,1,1,0,0,0,1
"Germany","Darmstadt","2025-04-01","alphabet","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l?variant=50688052363601&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2022-0-7l?variant=49728614334801&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
